recipe_id,recipe_name,ingredient_id,ingredient_name,quantity,unit,weight_gram,source_ingredient_text,match_type
26,Couscous bil Khodra (Libyan Vegetable Couscous),94,Carrots,1,count,,"1 carrot, diced",normalized_or_substitute
26,Couscous bil Khodra (Libyan Vegetable Couscous),127,Zucchini,1,count,,"1 zucchini, diced",exact_name
26,Couscous bil Khodra (Libyan Vegetable Couscous),122,Green bell pepper,1,count,,"1 bell pepper, diced",normalized_or_substitute
26,Couscous bil Khodra (Libyan Vegetable Couscous),42,Chickpeas (canned),1,cup,,"1 cup green beans, trimmed and cut into bite-sized pieces",normalized_or_substitute
26,Couscous bil Khodra (Libyan Vegetable Couscous),42,Chickpeas (canned),1,cup,,"1 cup canned chickpeas, rinsed and drained",exact_name
26,Couscous bil Khodra (Libyan Vegetable Couscous),96,Tomatoes,2,count,,"2 tomatoes, diced",exact_name
26,Couscous bil Khodra (Libyan Vegetable Couscous),151,Couscous,2,cups,,2 cups couscous,exact_name
26,Couscous bil Khodra (Libyan Vegetable Couscous),110,Cilantro,0,garnish,,"Fresh parsley or cilantro, chopped (for garnish)",exact_name
27,Pad Thai,152,Pasta,0.5,pound,225,½ pound (225 g) rice noodles,normalized_or_substitute
27,Pad Thai,153,Rice,3,ml,,3+ tablespoons (50 ml) white vinegar (or rice vinegar),exact_name
27,Pad Thai,163,Oil,4,tablespoons,,4 tablespoons (60 ml) vegetable oil,exact_name
27,Pad Thai,114,Garlic,2,cloves,,"2 cloves garlic, chopped",exact_name
27,Pad Thai,121,Chili pepper,2,tablespoons,,2 tablespoons (30 ml) dried red chili pepper flakes (or to taste),exact_name
27,Pad Thai,22,Chicken breast,0.5,pound,225,"½ pound (225 g) of shrimp, tofu, chicken, squid, or beef (or a combination thereof)",normalized_or_substitute
27,Pad Thai,94,Carrots,200,g,200,"Assorted vegetables (e.g., shredded carrots, white onions, red or green peppers)",exact_name
27,Pad Thai,146,Eggs,2,count,,2 eggs,exact_name
27,Pad Thai,118,Green onions,4,count,,4 chopped green onions,exact_name
27,Pad Thai,160,Bean sprouts,0.75,pound,340,¾ pound (340 g) bean sprouts,exact_name
27,Pad Thai,161,Peanuts,0.75,cup,,¾ cup (175 ml) chopped unroasted peanuts,exact_name
27,Pad Thai,110,Cilantro,0,garnish,,Cilantro (coriander) leaves (garnish),exact_name
28,Tofu Tamale Pie,44,Tofu,4,ounces,113.4,"4 ounces tofu, washed, drained well, and broken up",exact_name
28,Tofu Tamale Pie,9,Cheddar cheese,1,ounce,28.35,"1 ounce sharp cheddar cheese, grated",exact_name
28,Tofu Tamale Pie,119,Onion,1,ounce,28.35,1 ounce finely-diced onion,exact_name
28,Tofu Tamale Pie,106,Celery,0.5,cup,,½ cup finely-chopped celery,exact_name
28,Tofu Tamale Pie,94,Carrots,1,count,,"1 medium carrot, grated",normalized_or_substitute
28,Tofu Tamale Pie,96,Tomatoes,8,ounces,226.8,8 ounces tomato juice,normalized_or_substitute
28,Tofu Tamale Pie,114,Garlic,0.5,teaspoon,,½ teaspoon garlic salt,exact_name
28,Tofu Tamale Pie,121,Chili pepper,2,teaspoons,,2 teaspoons chili powder or to taste,normalized_or_substitute
28,Tofu Tamale Pie,111,Corn,1,ounce,28.35,1 ounce corn meal,exact_name
29,Chicken Quesadilla,134,Sesame oil,1,tablespoon,,1 tablespoon sesame oil,exact_name
29,Chicken Quesadilla,114,Garlic,1,tablespoon,,1 tablespoon minced garlic,exact_name
29,Chicken Quesadilla,119,Onion,1,count,,"1 medium yellow onion, julienned",exact_name
29,Chicken Quesadilla,122,Green bell pepper,1,count,,"1 red bell pepper, julienned",normalized_or_substitute
29,Chicken Quesadilla,122,Green bell pepper,1,count,,"1 green bell pepper, julienned",exact_name
29,Chicken Quesadilla,22,Chicken breast,4,ounces,680.39,"4 boneless skinless chicken breasts (about 6 ounces each), grilled and cut into ½-inch strips",exact_name
29,Chicken Quesadilla,110,Cilantro,1,tablespoon,,1 tablespoon chopped cilantro,exact_name
29,Chicken Quesadilla,154,Flour (all purpose),4,count,,4 ea. 10-inch flour tortillas,exact_name
29,Chicken Quesadilla,9,Cheddar cheese,8,ounces,226.8,8 ounces (about 2 cups) shredded Colby Jack cheese,normalized_or_substitute
29,Chicken Quesadilla,129,Butter,2,teaspoons,,About 2 teaspoons butter,exact_name
30,Tibs (Ethiopian Sauteed Meat and Vegetables),133,Olive oil,2,tablespoons,,2 tablespoons olive oil,exact_name
30,Tibs (Ethiopian Sauteed Meat and Vegetables),119,Onion,1,count,,"1 large onion, finely chopped",exact_name
30,Tibs (Ethiopian Sauteed Meat and Vegetables),114,Garlic,3,cloves,,"3 cloves of garlic, minced",exact_name
30,Tibs (Ethiopian Sauteed Meat and Vegetables),22,Chicken breast,500,grams,500,"500 grams (1 lb) boneless meat (beef, lamb, or chicken), cut into bite-sized pieces",normalized_or_substitute
30,Tibs (Ethiopian Sauteed Meat and Vegetables),129,Butter,2,tablespoons,,2 tablespoons butter,exact_name
30,Tibs (Ethiopian Sauteed Meat and Vegetables),110,Cilantro,0,garnish,,"Fresh parsley or cilantro, chopped, for garnish",exact_name
31,Hot and Sour Soup,22,Chicken breast,0.333333333,cup,,__ cup cooked shredded chicken or pork,normalized_or_substitute
31,Hot and Sour Soup,117,Mushrooms,0.75,cup,,"¾ cup mushrooms, diced",exact_name
31,Hot and Sour Soup,142,Bamboo shoots,0.5,cup,,"½ cup canned bamboo shoots, julienned",exact_name
31,Hot and Sour Soup,44,Tofu,4,oz,127.57,"4 ½ oz block of tofu, cut into ¼-inch dice",exact_name
31,Hot and Sour Soup,146,Eggs,1,count,,"1 egg, beaten",normalized_or_substitute
31,Hot and Sour Soup,119,Onion,3,stalks,,"3 green onion stalks, diced (including tops)",exact_name
31,Hot and Sour Soup,134,Sesame oil,0.75,teaspoon,,¾ teaspoon toasted sesame oil,exact_name
32,Yetakelt Wot (Ethiopian Spiced Vegetable Stew),133,Olive oil,2,tablespoons,,2 tablespoons olive oil,exact_name
32,Yetakelt Wot (Ethiopian Spiced Vegetable Stew),119,Onion,1,count,,"1 large onion, finely chopped",exact_name
32,Yetakelt Wot (Ethiopian Spiced Vegetable Stew),114,Garlic,3,cloves,,"3 cloves of garlic, minced",exact_name
32,Yetakelt Wot (Ethiopian Spiced Vegetable Stew),94,Carrots,2,count,,"2 medium carrots, peeled and sliced",exact_name
32,Yetakelt Wot (Ethiopian Spiced Vegetable Stew),145,Potatoes,2,count,,"2 medium potatoes, peeled and diced",exact_name
32,Yetakelt Wot (Ethiopian Spiced Vegetable Stew),122,Green bell pepper,1,count,,"1 medium bell pepper, diced",normalized_or_substitute
32,Yetakelt Wot (Ethiopian Spiced Vegetable Stew),42,Chickpeas (canned),1,cup,,"1 cup green beans, trimmed and cut into bite-sized pieces",normalized_or_substitute
32,Yetakelt Wot (Ethiopian Spiced Vegetable Stew),110,Cilantro,0,garnish,,"Fresh cilantro or parsley, chopped, for garnish",exact_name
33,Spaghetti Pie,152,Pasta,115,g,115,115 g (4 oz) spaghetti,normalized_or_substitute
33,Spaghetti Pie,129,Butter,2,tablespoons,,"2 tablespoons butter, plus extra for greasing",exact_name
33,Spaghetti Pie,114,Garlic,2,cloves,,2 garlic cloves,exact_name
33,Spaghetti Pie,146,Eggs,1,count,,1 egg,normalized_or_substitute
33,Spaghetti Pie,12,Parmesan cheese (dry grated),1,cup,125,1 cup (125 g / 4.5 oz) grated parmesan cheese,exact_name
33,Spaghetti Pie,163,Oil,2,tablespoons,,2 tablespoons vegetable oil,exact_name
33,Spaghetti Pie,119,Onion,0.5,count,,"½ onion, chopped",exact_name
33,Spaghetti Pie,18,Ground beef,225,g,225,225 g (8 oz) ground beef,exact_name
33,Spaghetti Pie,96,Tomatoes,1,can,400,1 can (400 g / 14 oz) chopped tomatoes,exact_name
33,Spaghetti Pie,108,Basil,1,tablespoon,,1 tablespoon chopped fresh basil,exact_name
33,Spaghetti Pie,15,Ricotta cheese,1,cup,275,1 cup (275 g / 9.5 oz) ricotta,normalized_or_substitute
33,Spaghetti Pie,146,Eggs,1,count,,1 egg,normalized_or_substitute
33,Spaghetti Pie,11,Mozzarella cheese (part-skim),1.5,cups,180,1½ cups (180 g / 6.5 oz) grated mozzarella cheese,exact_name
34,Spicy Roast Brisket,163,Oil,1,tbsp,,1 tbsp vegetable oil,exact_name
34,Spicy Roast Brisket,16,Beef steak,1,kg,907.18,1 kg (2 pound) piece of beef brisket,normalized_or_substitute
34,Spicy Roast Brisket,119,Onion,1,cup,,1 cup sliced or coarsely-chopped onions,exact_name
34,Spicy Roast Brisket,106,Celery,1,cup,,1 cup thinly sliced stalk of celery,exact_name
34,Spicy Roast Brisket,114,Garlic,2,tsp,,2 tsp minced garlic cloves,exact_name
34,Spicy Roast Brisket,96,Tomatoes,2,cups,,"2 cups of diced tomatoes, fresh or canned",exact_name
34,Spicy Roast Brisket,122,Green bell pepper,1,count,,"1 bell pepper, green or red, thinly sliced",normalized_or_substitute
34,Spicy Roast Brisket,121,Chili pepper,1,count,,1 medium or hot chile pepper (optional),normalized_or_substitute
35,Chicken Alfredo,22,Chicken breast,1,pound,450,1 pound (450 g) boneless chicken breasts,exact_name
35,Chicken Alfredo,139,Cooking cream,1,cup,,1 cup cream or half and half,normalized_or_substitute
35,Chicken Alfredo,154,Flour (all purpose),2,tablespoons,,2 tablespoons white flour,exact_name
35,Chicken Alfredo,119,Onion,0.25,cup,,¼ cup chopped onion or shallot,exact_name
35,Chicken Alfredo,120,Parsley,1,tablespoon,,"1 tablespoon parsley, chopped",exact_name
35,Chicken Alfredo,12,Parmesan cheese (dry grated),0.5,cup,,½ cup grated Parmesan cheese,exact_name
35,Chicken Alfredo,163,Oil,1,tablespoon,,1 tablespoon cooking oil,exact_name
35,Chicken Alfredo,129,Butter,1,tablespoon,,1 tablespoon butter,exact_name
35,Chicken Alfredo,152,Pasta,2,cups,,2 cups fettuccini pasta,exact_name
36,Chipotle Chili,163,Oil,0.5,tbsp,,½ tbsp vegetable oil,exact_name
36,Chipotle Chili,119,Onion,1,count,,"1 large sweet onion, coarsely chopped",exact_name
36,Chipotle Chili,119,Onion,1,count,,"1 small red onion, coarsely chopped",exact_name
36,Chipotle Chili,114,Garlic,3,cloves,,"3__10 garlic cloves, minced",exact_name
36,Chipotle Chili,121,Chili pepper,2,tsp,,2 tsp chili powder,normalized_or_substitute
36,Chipotle Chili,121,Chili pepper,4,count,,4__5 small sweet chiles,normalized_or_substitute
36,Chipotle Chili,121,Chili pepper,1,can,,1 small can of chipotle chiles in adobo sauce,normalized_or_substitute
36,Chipotle Chili,96,Tomatoes,1,oz,411,"1 large can (14.5 oz / 411 g) of chopped tomatoes, or more",exact_name
36,Chipotle Chili,42,Chickpeas (canned),1,can,411,"1 can (14.5 oz / 411 g) black beans, drained and rinsed",normalized_or_substitute
36,Chipotle Chili,39,Kidney beans (canned),1,can,411,"1 can (14.5 oz / 411 g) dark kidney beans, drained and rinsed",exact_name
36,Chipotle Chili,8,Sour cream,0,as_needed,,"tableside additions such as sour cream, shredded cheese, Fritos, Cheese-its, etc.",exact_name
37,Alicha Wot (Mild Ethiopian Stew),133,Olive oil,2,tablespoons,,2 tablespoons olive oil,exact_name
37,Alicha Wot (Mild Ethiopian Stew),119,Onion,2,count,,"2 large onions, finely chopped",exact_name
37,Alicha Wot (Mild Ethiopian Stew),114,Garlic,4,cloves,,"4 cloves of garlic, minced",exact_name
37,Alicha Wot (Mild Ethiopian Stew),16,Beef steak,500,grams,500,"500 grams (1 lb) beef, cubed",normalized_or_substitute
37,Alicha Wot (Mild Ethiopian Stew),110,Cilantro,0,garnish,,"Fresh cilantro or parsley, chopped, for garnish",exact_name
38,Jambalaya II,22,Chicken breast,3,lbs,1400,3 lbs (1400 g) cooked chicken strips,normalized_or_substitute
38,Jambalaya II,119,Onion,1,cup,,1 cup (240 ml) chopped onion,exact_name
38,Jambalaya II,122,Green bell pepper,1,cup,,1 cup (240 ml) chopped green bell pepper,exact_name
38,Jambalaya II,106,Celery,2,count,,"2 ribs celery, chopped",exact_name
38,Jambalaya II,114,Garlic,2,cloves,,"2 cloves garlic, minced",exact_name
38,Jambalaya II,165,Ham,0.5,cup,,½ cup (120 ml) diced cooked ham,exact_name
38,Jambalaya II,96,Tomatoes,2,cans,800,2 cans (29 ounces / 800 g total) stewed tomatoes,exact_name
38,Jambalaya II,153,Rice,1,cup,,1 cup (240 ml) uncooked long grain rice,exact_name
38,Jambalaya II,133,Olive oil,3,tbsp,,3 Tbsp olive oil,exact_name
39,Cioppino (Italian Seafood Stew),133,Olive oil,3,tablespoons,,3 tablespoons olive oil,exact_name
39,Cioppino (Italian Seafood Stew),119,Onion,6,ounces,170.1,"6 ounces onion, chopped",exact_name
39,Cioppino (Italian Seafood Stew),106,Celery,8,ounces,226.8,"8 ounces of celery, chopped",exact_name
39,Cioppino (Italian Seafood Stew),119,Onion,3,count,,"3 large shallots, chopped",normalized_or_substitute
39,Cioppino (Italian Seafood Stew),114,Garlic,4,cloves,,"4 large garlic cloves, finely chopped",exact_name
39,Cioppino (Italian Seafood Stew),96,Tomatoes,2,pounds,907.18,2 pounds diced tomatoes,exact_name
39,Cioppino (Italian Seafood Stew),159,Crab,2,pounds,907.18,"2 pounds crabs (any type), cut into pieces",exact_name
39,Cioppino (Italian Seafood Stew),34,Mussels (raw),2,pounds,907.18,"2 pounds mussels, scrubbed and debearded",exact_name
39,Cioppino (Italian Seafood Stew),148,Scallops,1,pound,453.59,1 pound scallops,exact_name
39,Cioppino (Italian Seafood Stew),150,Bread,2,count,,2 loaves of San Francisco sourdough bread or any other bread with a chewy crust,exact_name
40,Baked Penne,152,Pasta,1,cup,125,1 cup (125_g/4.4_oz) uncooked penne pasta,exact_name
40,Baked Penne,15,Ricotta cheese,1,cup,300,1 cup (300_g/11_oz) ricotta cheese,exact_name
40,Baked Penne,146,Eggs,4,count,,"4 eggs, separated and brought to room temperature",exact_name
40,Baked Penne,129,Butter,0.25,cup,124.74,"¼ cup (½ stick/125_g/4.4_oz) unsalted butter, melted",exact_name
40,Baked Penne,139,Cooking cream,0.125,tsp,,__ tsp cream of tartar,normalized_or_substitute
40,Baked Penne,114,Garlic,1,tsp,,1 tsp minced garlic,exact_name
40,Baked Penne,120,Parsley,1,tbsp,,"1 tbsp flat-leaf parsley, finely chopped",exact_name
40,Baked Penne,11,Mozzarella cheese (part-skim),0.5,cup,60,½ cup (60_g/2.1_oz) grated mozzarella cheese,exact_name
40,Baked Penne,108,Basil,4,count,,4 leaves fresh basil,exact_name
41,Nasi Goreng (Indonesian Fried Rice),153,Rice,2,count,,2 servings of steamed rice,exact_name
41,Nasi Goreng (Indonesian Fried Rice),146,Eggs,2,count,,2 eggs,exact_name
41,Nasi Goreng (Indonesian Fried Rice),114,Garlic,1,clove,,1 clove garlic,exact_name
41,Nasi Goreng (Indonesian Fried Rice),119,Onion,2,count,,2 shallots,normalized_or_substitute
41,Nasi Goreng (Indonesian Fried Rice),121,Chili pepper,1,count,,1 red chile pepper,normalized_or_substitute
41,Nasi Goreng (Indonesian Fried Rice),163,Oil,1,tbsp,,1 Tbsp fish oil,exact_name
41,Nasi Goreng (Indonesian Fried Rice),131,Coconut oil,10,ml,,10 ml coconut oil,exact_name
41,Nasi Goreng (Indonesian Fried Rice),42,Chickpeas (canned),20,count,,20 stink beans or green beans,normalized_or_substitute
41,Nasi Goreng (Indonesian Fried Rice),22,Chicken breast,100,g,100,"100 g chicken fillet, cut into small pieces",normalized_or_substitute
41,Nasi Goreng (Indonesian Fried Rice),157,Shrimp,100,g,100,100 g small prawns,normalized_or_substitute
41,Nasi Goreng (Indonesian Fried Rice),16,Beef steak,2,count,,2 spoons of tinned corned beef,normalized_or_substitute
41,Nasi Goreng (Indonesian Fried Rice),166,Sausage,0,as_needed,,Sliced hot dogs or sausages,exact_name
41,Nasi Goreng (Indonesian Fried Rice),22,Chicken breast,0,as_needed,,Sliced chicken liver,normalized_or_substitute
41,Nasi Goreng (Indonesian Fried Rice),119,Onion,0,as_needed,,Spring onion,exact_name
42,Kari Ayam (Indonesian Chicken Curry),22,Chicken breast,1,lb,450,"1 lb (450 g) boneless, skinless chicken parts",normalized_or_substitute
42,Kari Ayam (Indonesian Chicken Curry),119,Onion,5,cup,,"5 Asian shallots, sliced (or ½ cup chopped onions)",exact_name
42,Kari Ayam (Indonesian Chicken Curry),114,Garlic,2,cloves,,"2 cloves garlic, minced",exact_name
42,Kari Ayam (Indonesian Chicken Curry),47,Cashews (unsalted),6,count,,"6 kimiri (candlenuts), ground",normalized_or_substitute
42,Kari Ayam (Indonesian Chicken Curry),156,Coconut milk,1,cup,,1 cup (240 ml) coconut milk,exact_name
42,Kari Ayam (Indonesian Chicken Curry),163,Oil,2,tbsp,,2 tbsp cooking oil,exact_name
42,Kari Ayam (Indonesian Chicken Curry),121,Chili pepper,2,optional,,2 hot chiles (optional),normalized_or_substitute
42,Kari Ayam (Indonesian Chicken Curry),157,Shrimp,0.25,tsp,,¼ tsp terasi (fermented shrimp paste),exact_name
43,Chicken Cacciatore,119,Onion,1,cups,,"1 ½ cups (360 ml), chopped onion",exact_name
43,Chicken Cacciatore,22,Chicken breast,3,lbs,1350,"3 lbs (1350 g), chicken parts with skin removed",normalized_or_substitute
43,Chicken Cacciatore,96,Tomatoes,14,oz,400,14 oz (400 g) can of tomatoes with juice,exact_name
43,Chicken Cacciatore,117,Mushrooms,10,oz,280,"10 oz (280 g) can of mushroom pieces, drained",normalized_or_substitute
43,Chicken Cacciatore,108,Basil,0.5,tsp,,½ tsp dried sweet basil,exact_name
44,Fasolia (Ethiopian Green Bean Stew),133,Olive oil,2,tablespoons,,2 tablespoons olive oil,exact_name
44,Fasolia (Ethiopian Green Bean Stew),119,Onion,1,count,,"1 large onion, finely chopped",exact_name
44,Fasolia (Ethiopian Green Bean Stew),114,Garlic,3,cloves,,"3 cloves of garlic, minced",exact_name
44,Fasolia (Ethiopian Green Bean Stew),96,Tomatoes,2,count,,"2 medium-sized tomatoes, diced",exact_name
44,Fasolia (Ethiopian Green Bean Stew),42,Chickpeas (canned),500,grams,453.59,"500 grams (1 lb) fresh green beans, trimmed and cut into bite-sized pieces",normalized_or_substitute
44,Fasolia (Ethiopian Green Bean Stew),110,Cilantro,0,garnish,,"Fresh cilantro or parsley, chopped, for garnish",exact_name
45,Cape Malay Butter Chicken,4,"Yogurt (whole milk, plain)",0.5,cup,,½ cup yoghurt,normalized_or_substitute
45,Cape Malay Butter Chicken,163,Oil,1,tablespoon,,1 tablespoon oil,exact_name
45,Cape Malay Butter Chicken,22,Chicken breast,2,count,,2 chickens (split in halves),normalized_or_substitute
45,Cape Malay Butter Chicken,129,Butter,0.25,cup,,¼ cup butter,exact_name
45,Cape Malay Butter Chicken,96,Tomatoes,1,can,,1 can (1 cup) tomato purée,normalized_or_substitute
45,Cape Malay Butter Chicken,139,Cooking cream,0.25,cup,,¼ cup cream,normalized_or_substitute
46,Paprika Chicken,22,Chicken breast,1,pounds,1133.98,1 ea. (2-3 pounds) chicken,normalized_or_substitute
46,Paprika Chicken,119,Onion,2,count,,"2 medium onions, chopped",exact_name
46,Paprika Chicken,133,Olive oil,5,tablespoons,,5__7 tablespoons olive oil,exact_name
46,Paprika Chicken,8,Sour cream,1,cup,,1 cup sour cream,exact_name
46,Paprika Chicken,7,Heavy cream,0.25,cup,,¼___ cup heavy cream,exact_name
46,Paprika Chicken,120,Parsley,0,as_needed,,Fresh green parsley,exact_name
46,Paprika Chicken,122,Green bell pepper,1,optional,,1 green bell pepper (optional),exact_name
46,Paprika Chicken,122,Green bell pepper,0.5,optional,,½ red bell pepper (optional),normalized_or_substitute
46,Paprika Chicken,94,Carrots,1,optional,,"1 carrot (optional), thinly sliced",normalized_or_substitute
46,Paprika Chicken,119,Onion,1,optional,,"1 onion (optional), thinly sliced",exact_name
47,Chicken Fried Rice,129,Butter,2,tbsp,,2 tbsp butter,exact_name
47,Chicken Fried Rice,114,Garlic,3,cloves,,"3 cloves garlic, crushed and minced",exact_name
47,Chicken Fried Rice,121,Chili pepper,2,pieces,,"2 red chiles, cut into 1 cm pieces",normalized_or_substitute
47,Chicken Fried Rice,118,Green onions,2,pieces,,"2 scallion, cut into 1 cm pieces",normalized_or_substitute
47,Chicken Fried Rice,94,Carrots,200,g,200,200 g carrot,normalized_or_substitute
47,Chicken Fried Rice,22,Chicken breast,200,g,200,200 g minced raw chicken,normalized_or_substitute
47,Chicken Fried Rice,153,Rice,1,cup,550,1 cup (550 g) cooked rice,exact_name
47,Chicken Fried Rice,96,Tomatoes,0,as_needed,,Tomato,normalized_or_substitute
47,Chicken Fried Rice,146,Eggs,0,as_needed,,Fried egg,normalized_or_substitute
48,Peri-Peri Chicken,122,Green bell pepper,2,count,,2 small red bell peppers,normalized_or_substitute
48,Peri-Peri Chicken,114,Garlic,5,cloves,,5 medium-size garlic cloves,exact_name
48,Peri-Peri Chicken,119,Onion,1,count,,1 medium-size onion,exact_name
48,Peri-Peri Chicken,133,Olive oil,0.75,cup,,¾ cup olive oil,exact_name
48,Peri-Peri Chicken,22,Chicken breast,2.5,lbs,1133.98,2½ lbs chicken quarters,normalized_or_substitute
49,Kedjenou Chicken (Chicken and Vegetable Stew),22,Chicken breast,2,pieces,,"2 whole chickens, cut into medium pieces",normalized_or_substitute
49,Kedjenou Chicken (Chicken and Vegetable Stew),114,Garlic,2,tablespoon,,2 tablespoon garlic purée,exact_name
49,Kedjenou Chicken (Chicken and Vegetable Stew),119,Onion,3,count,,"3 medium onions, chopped",exact_name
49,Kedjenou Chicken (Chicken and Vegetable Stew),118,Green onions,3,count,,"3 green onions, chopped",exact_name
49,Kedjenou Chicken (Chicken and Vegetable Stew),122,Green bell pepper,2,count,,"2 fresh red or green bell peppers, chopped",exact_name
49,Kedjenou Chicken (Chicken and Vegetable Stew),96,Tomatoes,6,count,,"6 medium size tomatoes, chopped",exact_name
49,Kedjenou Chicken (Chicken and Vegetable Stew),113,Eggplant,2,count,,"2 eggplants, diced",exact_name
50,Lentil and Sausage Stew,43,Lentils (dried),250,grams,250,250 grams dry brown lentils,exact_name
50,Lentil and Sausage Stew,43,Lentils (dried),1,litre,,1 litre water for the lentils (needed for the sauce; don't use more),exact_name
50,Lentil and Sausage Stew,94,Carrots,1,count,,"1 carrot, diced",normalized_or_substitute
50,Lentil and Sausage Stew,119,Onion,1,count,,"1 onion, chopped",exact_name
50,Lentil and Sausage Stew,145,Potatoes,2,count,,"2__3 potatoes, peeled",exact_name
50,Lentil and Sausage Stew,114,Garlic,2,cloves,,2 cloves of garlic,exact_name
50,Lentil and Sausage Stew,166,Sausage,2,pieces,,"2 pairs of scalded sausage, whole or in pieces",exact_name
50,Lentil and Sausage Stew,19,Pork chop,1,piece,,1 large piece of smoked pork belly,normalized_or_substitute
50,Lentil and Sausage Stew,129,Butter,40,grams,40,40 grams butter,exact_name
50,Lentil and Sausage Stew,154,Flour (all purpose),40,grams,40,40 grams flour,exact_name
51,Buttermilk Fried Chicken with Pan Gravy,22,Chicken breast,1,count,,1 whole chicken,normalized_or_substitute
51,Buttermilk Fried Chicken with Pan Gravy,2,Buttermilk (whole),2,cups,,2 cups buttermilk,exact_name
51,Buttermilk Fried Chicken with Pan Gravy,120,Parsley,1,tablespoon,,1 tablespoon parsley,exact_name
51,Buttermilk Fried Chicken with Pan Gravy,154,Flour (all purpose),200,g,200,"Flour seasoned with herbs and spices (e.g. pepper, cayenne, salt, ground coriander, cinnamon, thyme, oregano)",exact_name
51,Buttermilk Fried Chicken with Pan Gravy,132,Corn oil,100,g,100,Oil (e.g. peanut or corn oil),exact_name
51,Buttermilk Fried Chicken with Pan Gravy,163,Oil,0,as_needed,,Oil,exact_name
51,Buttermilk Fried Chicken with Pan Gravy,119,Onion,1,count,,"1 small onion (or shallots), chopped",exact_name
51,Buttermilk Fried Chicken with Pan Gravy,114,Garlic,1,clove,,1 clove of garlic,exact_name
51,Buttermilk Fried Chicken with Pan Gravy,154,Flour (all purpose),3,tablespoons,,3__4 tablespoons flour,exact_name
52,Galician Garbanzo Soup,42,Chickpeas (canned),3,cans,1260,"3 cans (45 oz / 1.26 kg) garbanzo beans, divided",normalized_or_substitute
52,Galician Garbanzo Soup,133,Olive oil,1,tablespoon,,1 tablespoon olive oil,exact_name
52,Galician Garbanzo Soup,119,Onion,2,cups,,2 heaping cups chopped onion,exact_name
52,Galician Garbanzo Soup,114,Garlic,1,tablespoon,,1 tablespoon minced or crushed garlic,exact_name
52,Galician Garbanzo Soup,145,Potatoes,1,cup,,"1 small waxy potato (yellow Finn or Yucon gold), diced (~1 cup)",normalized_or_substitute
52,Galician Garbanzo Soup,94,Carrots,1,count,,"1 medium carrot, diced",normalized_or_substitute
52,Galician Garbanzo Soup,106,Celery,1,stalk,,"1 medium stalk celery, diced",exact_name
52,Galician Garbanzo Soup,155,Green peas,0.5,cup,,½ cup green peas (fresh or frozen),exact_name
52,Galician Garbanzo Soup,96,Tomatoes,2,cup,,"2 medium-sized ripe tomatoes, peeled and seeded or 1 cup chopped canned tomatoes",exact_name
52,Galician Garbanzo Soup,108,Basil,0,garnish,,"Minced fresh basil, for garnish",exact_name
53,Black Bean Chili,42,Chickpeas (canned),3.5,cups,,3½ cups (8 dL) dried black beans,normalized_or_substitute
53,Black Bean Chili,163,Oil,2,tablespoons,,2 tablespoons (30 mL) corn oil or other vegetable oil,exact_name
53,Black Bean Chili,119,Onion,1,count,,"1 medium onion, diced",exact_name
53,Black Bean Chili,114,Garlic,2,cloves,,"2 cloves garlic, minced",exact_name
53,Black Bean Chili,121,Chili pepper,1,count,,1 chipotle chile,normalized_or_substitute
53,Black Bean Chili,121,Chili pepper,0.25,count,,¼ ancho chile,normalized_or_substitute
53,Black Bean Chili,96,Tomatoes,1.5,cups,,1½ cups (350 mL) diced tomatoes,exact_name
53,Black Bean Chili,96,Tomatoes,1.5,cups,,1½ cups (350 mL) tomato puree,normalized_or_substitute
53,Black Bean Chili,8,Sour cream,0,garnish,,Sour cream for garnish,exact_name
54,Egyptian Lentil Soup,43,Lentils (dried),1,cup,,"1 cup red lentils, rinsed",exact_name
54,Egyptian Lentil Soup,119,Onion,1,count,,"1 medium onion, finely chopped",exact_name
54,Egyptian Lentil Soup,114,Garlic,2,cloves,,"2 cloves of garlic, minced",exact_name
54,Egyptian Lentil Soup,133,Olive oil,2,tablespoons,,2 tablespoons olive oil,exact_name
54,Egyptian Lentil Soup,110,Cilantro,0,garnish,,"Fresh parsley or cilantro, chopped (for garnish)",exact_name
55,Garbanzo Bean Stew,133,Olive oil,1,tablespoon,,1 tablespoon olive oil,exact_name
55,Garbanzo Bean Stew,119,Onion,1,count,,"1 medium red onion, chopped",exact_name
55,Garbanzo Bean Stew,122,Green bell pepper,1,count,,"1 red bell pepper, peeled, cored and chopped",normalized_or_substitute
55,Garbanzo Bean Stew,114,Garlic,2,cloves,,"2 cloves garlic, minced",exact_name
55,Garbanzo Bean Stew,145,Potatoes,0.5,pound,226.8,"½ pound new or boiling potatoes, unpeeled and cut into bite-sized chunks",exact_name
55,Garbanzo Bean Stew,42,Chickpeas (canned),2,cups,425.24,"2 cups cooked chickpeas (garbanzo beans), drained or 1 can (15 ounces) chickpeas, rinsed and drained",exact_name
55,Garbanzo Bean Stew,96,Tomatoes,1,can,411.07,1 can (14½ ounces) diced tomatoes plus their liquid,exact_name
55,Garbanzo Bean Stew,153,Rice,2,cups,,2 cups hot cooked rice,exact_name
55,Garbanzo Bean Stew,120,Parsley,0,optional,,"Chopped parsley, optional garnish",exact_name
56,Tuna Noodle Casserole,33,"Tuna (fresh, raw)",2,cans,680.39,2 cans (drained) or pouches (12 ounces each) tuna,exact_name
