recipe_id,recipe_name,ingredient_id,ingredient_name,quantity,unit,weight_gram,source_ingredient_text,match_type
56,Tuna Noodle Casserole,1,Milk (whole),1,cup,,1 cup milk,exact_name
56,Tuna Noodle Casserole,152,Pasta,4,cups,,"4 cups hot, cooked medium egg noodles",normalized_or_substitute
56,Tuna Noodle Casserole,155,Green peas,2,cups,,2 cups frozen peas,normalized_or_substitute
56,Tuna Noodle Casserole,117,Mushrooms,2,cans,595.34,2 cans (21 ounces) condensed cream of mushroom soup,normalized_or_substitute
56,Tuna Noodle Casserole,150,Bread,2,tablespoons,,2 tablespoons dry bread crumbs,exact_name
56,Tuna Noodle Casserole,129,Butter,1,tablespoon,,1 tablespoon melted butter,exact_name
56,Tuna Noodle Casserole,119,Onion,1,teaspoons,,1__2 teaspoons dried minced onion (onion),exact_name
56,Tuna Noodle Casserole,9,Cheddar cheese,3,ounces,99.23,"3__4 ounces cheese, shredded or sliced to cover casserole",normalized_or_substitute
57,Corn Chowder I,129,Butter,2,tablespoon,,2 tablespoon butter or margarine,exact_name
57,Corn Chowder I,119,Onion,1,cup,,1 cup chopped onion,exact_name
57,Corn Chowder I,106,Celery,0.5,cup,,½ cup chopped celery,exact_name
57,Corn Chowder I,145,Potatoes,1.5,cups,,"1½ cups diced, pared potatoes, cut in ½-inch cubes",exact_name
57,Corn Chowder I,111,Corn,2,cups,,"2 cups corn, fresh or frozen",exact_name
57,Corn Chowder I,1,Milk (whole),1,cup,,1 cup milk,exact_name
57,Corn Chowder I,139,Cooking cream,1,cup,,1 cup light cream,normalized_or_substitute
58,Fisherman's Casserole,152,Pasta,1,package,226.8,1 package (8 ounces) macaroni,normalized_or_substitute
58,Fisherman's Casserole,9,Cheddar cheese,0.5,pound,226.8,½ pound grated cheddar cheese,exact_name
58,Fisherman's Casserole,1,Milk (whole),0.666666667,cup,,__ cup milk,exact_name
58,Fisherman's Casserole,119,Onion,0.5,cup,,½ cup chopped onion,exact_name
58,Fisherman's Casserole,106,Celery,1,can,304.76,1 can (10¾ ounces) cream of celery soup,exact_name
58,Fisherman's Casserole,30,"Salmon (fresh, raw)",1,can,418.16,1 can (14¾ ounces) salmon,exact_name
58,Fisherman's Casserole,155,Green peas,1,ounces,226.8,1 bag (8 ounces) frozen peas,normalized_or_substitute
58,Fisherman's Casserole,150,Bread,1,cup,,1 cup bread crumbs,exact_name
58,Fisherman's Casserole,129,Butter,2,tablespoons,,"2 tablespoons butter, melted",exact_name
59,General Tso's Chicken,22,Chicken breast,750,g,750,"750 g (1.65 lb) raw chicken dark meat, boneless and skinless.",normalized_or_substitute
59,General Tso's Chicken,146,Eggs,1,count,,1 egg,normalized_or_substitute
59,General Tso's Chicken,163,Oil,700,ml,,"700 ml (3 cups) oil to deep fry, or enough oil to shallow-fry",exact_name
59,General Tso's Chicken,153,Rice,1,tbsp,,1 tbsp rice vinegar,exact_name
59,General Tso's Chicken,153,Rice,1,tbsp,,1 tbsp red Shaoxing rice wine,exact_name
59,General Tso's Chicken,114,Garlic,1,tbsp,,1 tbsp crushed and minced garlic,exact_name
59,General Tso's Chicken,118,Green onions,4,count,,"4 spring onions, chopped",normalized_or_substitute
59,General Tso's Chicken,121,Chili pepper,1,tbsp,,1 tbsp chopped dried chile peppers,normalized_or_substitute
60,Saffron Rice and Beans,133,Olive oil,0.5,cup,,½ cup olive oil,exact_name
60,Saffron Rice and Beans,145,Potatoes,1,count,,"1 small potato, sliced extremely thin",normalized_or_substitute
60,Saffron Rice and Beans,119,Onion,1,count,,"1 big onion, cut into chunks or sliced thin",exact_name
60,Saffron Rice and Beans,122,Green bell pepper,2,count,,"2__3 red bell peppers, sliced",normalized_or_substitute
60,Saffron Rice and Beans,96,Tomatoes,1,slices,,"1__3 tomatoes, cut into cubes or slices",exact_name
60,Saffron Rice and Beans,114,Garlic,5,cloves,,5__10 cloves garlic,exact_name
60,Saffron Rice and Beans,121,Chili pepper,1,tablespoon,,1__2 tablespoon ground chile or chile powder,normalized_or_substitute
60,Saffron Rice and Beans,153,Rice,1,cup,,1 cup basmati rice,exact_name
60,Saffron Rice and Beans,42,Chickpeas (canned),1,can,,1 can black beans,normalized_or_substitute
60,Saffron Rice and Beans,12,Parmesan cheese (dry grated),0,as_needed,,Cheese (Parmesan or cotija work best),normalized_or_substitute
61,Pasta and Bean Soup,133,Olive oil,1,count,,1 large dash of premium olive oil,exact_name
61,Pasta and Bean Soup,114,Garlic,5,cloves,,"5 cloves of garlic, peeled and chopped",exact_name
61,Pasta and Bean Soup,119,Onion,1,count,,"1 onion, peeled and chopped",exact_name
61,Pasta and Bean Soup,96,Tomatoes,4,g,235,"4 very red tomatoes, chopped finely or one tin (235 g) chopped tomatoes",exact_name
61,Pasta and Bean Soup,96,Tomatoes,3,count,,3 large squeezes of Italian tomato purée,normalized_or_substitute
61,Pasta and Bean Soup,42,Chickpeas (canned),2,cans,235,2 cans (235 g) borlotti beans,normalized_or_substitute
61,Pasta and Bean Soup,120,Parsley,1,count,,1 large handful of chopped parsley,exact_name
61,Pasta and Bean Soup,152,Pasta,5,count,,5 handfuls of pasta shells or penne,exact_name
61,Pasta and Bean Soup,139,Cooking cream,100,ml,,100 ml single fresh cream (optional),normalized_or_substitute
62,Puerto Rican Chicken Soup (Asopao),22,Chicken breast,2,count,,"2__3 chicken breasts, sliced into strips",exact_name
62,Puerto Rican Chicken Soup (Asopao),114,Garlic,3,cloves,,"3 cloves garlic, finely minced",exact_name
62,Puerto Rican Chicken Soup (Asopao),122,Green bell pepper,1,count,,"1 medium green bell pepper, cored and chopped",exact_name
62,Puerto Rican Chicken Soup (Asopao),119,Onion,1,count,,"1 medium onion, peeled and chopped",exact_name
62,Puerto Rican Chicken Soup (Asopao),96,Tomatoes,800,g,800,800 g canned chopped tomatoes,exact_name
62,Puerto Rican Chicken Soup (Asopao),153,Rice,1,cup,,1 cup uncooked long-grain white rice,exact_name
62,Puerto Rican Chicken Soup (Asopao),154,Flour (all purpose),0.25,cup,,¼ cup all-purpose flour,exact_name
62,Puerto Rican Chicken Soup (Asopao),129,Butter,2,tbsp,,2__3 tbsp oil or margarine,normalized_or_substitute
62,Puerto Rican Chicken Soup (Asopao),120,Parsley,0,as_needed,,parsley,exact_name
63,Hamburger Deluxe,18,Ground beef,0.75,lb,350,¾ lb (350 g) lean ground beef,exact_name
63,Hamburger Deluxe,147,Lamb,0.25,lb,110,¼ lb (110 g) ground lamb,exact_name
63,Hamburger Deluxe,146,Eggs,1,count,,1 egg,normalized_or_substitute
63,Hamburger Deluxe,162,Oats,0.5,cup,,½ cup (125 ml) rolled oats,exact_name
63,Hamburger Deluxe,114,Garlic,2,cloves,,"2 cloves garlic, minced",exact_name
63,Hamburger Deluxe,163,Oil,1,tablespoon,,1 tablespoon (15 ml) grapeseed oil (or other lightly flavoured oil),exact_name
63,Hamburger Deluxe,9,Cheddar cheese,0,as_needed,,"Cheese, smoked cheddar is best, but any cheddar or your favourite cheese will do",normalized_or_substitute
63,Hamburger Deluxe,8,Sour cream,0,as_needed,,Sour cream,exact_name
63,Hamburger Deluxe,140,Cream cheese,0,as_needed,,"Plain cream cheese, sliced thinly",exact_name
63,Hamburger Deluxe,119,Onion,1,count,,"1 Vidalia onion, coarsely chopped (Spanish onion will do)",exact_name
63,Hamburger Deluxe,117,Mushrooms,0.25,pound,110,"¼ pound (110 g) button mushrooms, sliced thin",exact_name
63,Hamburger Deluxe,129,Butter,1,tablespoon,,1 tablespoon butter,exact_name
63,Hamburger Deluxe,150,Bread,4,count,,4 hamburger buns,normalized_or_substitute
64,Liberian Eggplant Stew,163,Oil,2,tablespoons,,2 tablespoons palm oil,exact_name
64,Liberian Eggplant Stew,119,Onion,1,count,,"1 onion, finely chopped",exact_name
64,Liberian Eggplant Stew,114,Garlic,2,cloves,,"2 cloves of garlic, minced",exact_name
64,Liberian Eggplant Stew,22,Chicken breast,1,pound,453.59,"1 pound meat (beef, chicken, or goat), cut into pieces, or fish (tilapia or catfish), cleaned and gutted",normalized_or_substitute
64,Liberian Eggplant Stew,96,Tomatoes,1,count,,"1 tomato, diced",normalized_or_substitute
64,Liberian Eggplant Stew,122,Green bell pepper,1,count,,"1 bell pepper, diced",normalized_or_substitute
64,Liberian Eggplant Stew,113,Eggplant,2,count,,"2 large eggplants, peeled and diced",exact_name
65,Tofu Saltado,44,Tofu,400,g,400,400 g firm tofu,exact_name
65,Tofu Saltado,163,Oil,3,tsp,,3 tsp crispy chilli in oil,exact_name
65,Tofu Saltado,163,Oil,6,tbsp,,6 tbsp vegetable oil,exact_name
65,Tofu Saltado,119,Onion,2,count,,2 red onions,exact_name
65,Tofu Saltado,122,Green bell pepper,2,count,,2 red bell peppers,normalized_or_substitute
65,Tofu Saltado,114,Garlic,4,cloves,,"4 garlic cloves, minced or crushed",exact_name
65,Tofu Saltado,153,Rice,1,tbsp,,1 tbsp rice wine vinegar or white wine vinegar,exact_name
65,Tofu Saltado,96,Tomatoes,500,g,500,500 g tomatoes,exact_name
65,Tofu Saltado,145,Potatoes,500,g,500,500 g potatoes,exact_name
65,Tofu Saltado,110,Cilantro,30,g,30,30 g fresh coriander (cilantro),exact_name
66,Cinnamon Chicken,22,Chicken breast,2,count,,2__3 chicken breasts,exact_name
66,Cinnamon Chicken,133,Olive oil,3,tablespoons,,~3 tablespoons olive oil,exact_name
66,Cinnamon Chicken,119,Onion,1,count,,"1 small onion, diced",exact_name
66,Cinnamon Chicken,96,Tomatoes,1,can,793.79,1 can (28 oz/800 ml) whole tomatoes,exact_name
66,Cinnamon Chicken,114,Garlic,3,cloves,,"3 cloves of garlic, minced",exact_name
66,Cinnamon Chicken,9,Cheddar cheese,4,count,,Enough pasta for 4 servings (cheese tortellini is good),normalized_or_substitute
67,Hearty Beef Vegetable Soup,16,Beef steak,1,pound,453.59,"1 pound beef round steak, cut into ¾-inch cubes",normalized_or_substitute
67,Hearty Beef Vegetable Soup,129,Butter,1,tablespoon,,1 tablespoon margarine,normalized_or_substitute
67,Hearty Beef Vegetable Soup,119,Onion,0.5,cup,,½ cup chopped onion,exact_name
67,Hearty Beef Vegetable Soup,106,Celery,0.5,cup,,½ cup sliced celery,exact_name
67,Hearty Beef Vegetable Soup,108,Basil,2,teaspoons,,2 teaspoons dried basil leaves,exact_name
67,Hearty Beef Vegetable Soup,96,Tomatoes,1,can,411.07,1 can (14.5 ounces) stewed tomatoes,exact_name
67,Hearty Beef Vegetable Soup,94,Carrots,2,cups,,2 cups sliced carrots,exact_name
67,Hearty Beef Vegetable Soup,152,Pasta,2,cups,,2 cups bow-tie noodles,normalized_or_substitute
68,Ratatouille I,133,Olive oil,0,as_needed,,Olive oil,exact_name
68,Ratatouille I,119,Onion,1,count,,1 onion,exact_name
68,Ratatouille I,114,Garlic,1,clove,,"1 clove garlic, or to taste",exact_name
68,Ratatouille I,113,Eggplant,1,count,,1 eggplant (aubergine),exact_name
68,Ratatouille I,122,Green bell pepper,1,count,,"1 bell pepper (green, red, yellow or a combination)",normalized_or_substitute
68,Ratatouille I,127,Zucchini,2,count,,2 zucchini (courgettes),exact_name
68,Ratatouille I,96,Tomatoes,6,count,,"6 medium tomatoes, ripe (juicy), peeled and seeded",exact_name
68,Ratatouille I,108,Basil,1,count,,"Herbes de Provence to taste or 1 small bunch basil (optional), chiffoned",exact_name
69,Egyptian Stuffed Eggplant (Mahshi Betinjan),113,Eggplant,6,count,,6 medium-sized eggplants,exact_name
69,Egyptian Stuffed Eggplant (Mahshi Betinjan),18,Ground beef,250,grams,250,250 grams ground beef or lamb,exact_name
69,Egyptian Stuffed Eggplant (Mahshi Betinjan),153,Rice,1,cup,,"1 cup rice, rinsed",exact_name
69,Egyptian Stuffed Eggplant (Mahshi Betinjan),119,Onion,1,count,,"1 small onion, finely chopped",exact_name
69,Egyptian Stuffed Eggplant (Mahshi Betinjan),114,Garlic,2,cloves,,"2 garlic cloves, minced",exact_name
69,Egyptian Stuffed Eggplant (Mahshi Betinjan),120,Parsley,0.25,cup,,"¼ cup fresh parsley, finely chopped",exact_name
69,Egyptian Stuffed Eggplant (Mahshi Betinjan),133,Olive oil,0,as_needed,,Olive oil for drizzling,exact_name
70,Mesir Wat (Spicy Ethiopian Lentil Stew),43,Lentils (dried),2,cups,,"2 cups red lentils, rinsed",exact_name
70,Mesir Wat (Spicy Ethiopian Lentil Stew),119,Onion,1,count,,"1 large onion, finely chopped",exact_name
70,Mesir Wat (Spicy Ethiopian Lentil Stew),114,Garlic,4,cloves,,"4 cloves of garlic, minced",exact_name
70,Mesir Wat (Spicy Ethiopian Lentil Stew),133,Olive oil,2,tablespoons,,2 tablespoons olive oil,exact_name
70,Mesir Wat (Spicy Ethiopian Lentil Stew),110,Cilantro,0,garnish,,"Fresh parsley or cilantro, chopped, for garnish",exact_name
71,Taco Salad,22,Chicken breast,1,lb,453.59,"1 lb boneless chicken, diced",normalized_or_substitute
71,Taco Salad,39,Kidney beans (canned),1,lb,453.59,1 lb kidney beans,exact_name
71,Taco Salad,121,Chili pepper,1,tsp,,1 tsp chili powder,normalized_or_substitute
71,Taco Salad,119,Onion,1,count,,"1 medium onion, chopped",exact_name
71,Taco Salad,96,Tomatoes,3,count,,"3 medium tomatoes, diced",exact_name
71,Taco Salad,143,Lettuce,1,lb,453.59,"1 lb (about ½ large head) lettuce, chopped",exact_name
71,Taco Salad,9,Cheddar cheese,0.25,lb,113.4,"¼ lb cheddar cheese, grated",exact_name
71,Taco Salad,64,Avocado,1,count,,"1 large avocado, peeled and sliced",exact_name
71,Taco Salad,111,Corn,0.75,lb,340.19,¾ lb corn tortilla chips,exact_name
72,Almond Pancakes,154,Flour (all purpose),1,cup,150,1 cup (150 g / 5.3 oz) bleached all-purpose flour,exact_name
72,Almond Pancakes,2,Buttermilk (whole),0.75,cup,172.93,¾ cup (180 ml / 6.1 oz) buttermilk,exact_name
72,Almond Pancakes,1,Milk (whole),0.25,cup,56.7,¼ cup (60 ml / 2 oz) milk,exact_name
72,Almond Pancakes,146,Eggs,1,count,,1 egg,normalized_or_substitute
72,Almond Pancakes,129,Butter,2,tablespoons,,"2 tablespoons unsalted butter, melted",exact_name
72,Almond Pancakes,163,Oil,0,as_needed,,Vegetable oil for brushing griddle,exact_name
73,Baked Oatmeal,162,Oats,3,cups,720,3 cups (720 g) quick-cooking oats,exact_name
73,Baked Oatmeal,1,Milk (whole),1,cup,,1 cup (240 ml) milk,exact_name
73,Baked Oatmeal,129,Butter,0.5,cup,120,½ cup (120 g) butter (melted),exact_name
73,Baked Oatmeal,146,Eggs,2,count,,2 eggs,exact_name
74,Blueberry Pancakes,154,Flour (all purpose),1.75,cup,,1¾ cup all-purpose flour,exact_name
74,Blueberry Pancakes,139,Cooking cream,1.5,tsp,,1½ tsp cream of tartar (or baking powder),normalized_or_substitute
74,Blueberry Pancakes,2,Buttermilk (whole),2,cups,,2 cups buttermilk,exact_name
74,Blueberry Pancakes,146,Eggs,4,count,,"4 eggs, separated",exact_name
74,Blueberry Pancakes,129,Butter,0.25,cup,,¼ cup butter (optional),exact_name
75,Oatmeal Banana Waffle,162,Oats,2,cups,,2 cups oatmeal,normalized_or_substitute
75,Oatmeal Banana Waffle,1,Milk (whole),2,tablespoons,,2 tablespoons powdered milk,exact_name
75,Oatmeal Banana Waffle,133,Olive oil,2,tablespoons,,2 tablespoons olive oil,exact_name
76,Apple Crisp I,154,Flour (all purpose),0.5,cup,100,½ cup (100 g) all-purpose flour,exact_name
76,Apple Crisp I,162,Oats,0.5,cup,100,½ cup (100 g) rolled oats,exact_name
76,Apple Crisp I,129,Butter,0.333333333,cup,75,__ cup (75 g) cold butter or cold margarine,exact_name
77,Easy Peach Cobbler,129,Butter,1,count,,1 stick margarine,normalized_or_substitute
77,Easy Peach Cobbler,154,Flour (all purpose),0.75,cup,,¾ cup all-purpose flour,exact_name
77,Easy Peach Cobbler,1,Milk (whole),0.75,cup,,¾ cup milk,exact_name
78,Strawberry Frozen Yogurt,4,"Yogurt (whole milk, plain)",1,cup,,1 cup 2% fat Greek yogurt,exact_name
79,Panna Cotta (Basic),7,Heavy cream,2,cups,,2 cups (480 ml) heavy cream,exact_name
79,Panna Cotta (Basic),42,Chickpeas (canned),1.5,tsp,,1½ tsp vanilla essence or 1 small vanilla bean,normalized_or_substitute
39,Cioppino (Italian Seafood Stew),158,Fish,1,pounds,680.39,"1 ½ pounds tilapia (or other white, firm-fleshed fish), cut into 2-inch chunks",broad_substitute
41,Nasi Goreng (Indonesian Fried Rice),158,Fish,4,count,,4 fish meatballs,broad_substitute
41,Nasi Goreng (Indonesian Fried Rice),158,Fish,0,as_needed,,Sliced salted dried fish,broad_substitute
10,Easy Chicken Soup,57,Lemon,0.5,count,,"½ lemon, juiced",normalized_or_substitute
12,Three Sisters Stew,95,Winter squash,1,lb,907.18,1 ea. (2 lb) small pumpkin or butternut or carnival squash,normalized_or_substitute
15,Pineapple Teriyaki,80,Pineapple,1,can,425.24,"1 can (14__16 oz) cubed pineapple, drained",normalized_or_substitute
15,Pineapple Teriyaki,80,Pineapple,0.25,cup,,¼ cup water or reserved pineapple juice,normalized_or_substitute
17,Tofu in Spiced Coconut Sauce,46,Almonds (unsalted),0.25,cup,,"¼ cup (or more) slivered almonds, lightly toasted",normalized_or_substitute
18,Tom Kha Kai,121,Chili pepper,3,count,,"3__4 mini Thai bird chilies, finely chopped",normalized_or_substitute
18,Tom Kha Kai,58,Lime,3,tablespoons,,3 tablespoons lime juice,normalized_or_substitute
19,BBQ Pork Fried Rice,121,Chili pepper,20,g,20,20 g jalapeño,normalized_or_substitute
19,BBQ Pork Fried Rice,112,Cucumber,0,as_needed,,Cucumber,normalized_or_substitute
24,Maffé (West African Peanut Stew) I,92,Spinach,1,cup,,1 cup chopped leafy greens (such as spinach or kale),normalized_or_substitute
27,Pad Thai,58,Lime,0,garnish,,Wedge of lime (garnish),normalized_or_substitute
29,Chicken Quesadilla,52,Sesame seeds,1,tablespoon,,1 tablespoon sesame seeds,normalized_or_substitute
30,Tibs (Ethiopian Sauteed Meat and Vegetables),57,Lemon,0.25,cup,,¼ cup lemon juice,normalized_or_substitute
30,Tibs (Ethiopian Sauteed Meat and Vegetables),57,Lemon,0,as_needed,,"Lemon wedges, for serving",normalized_or_substitute
32,Yetakelt Wot (Ethiopian Spiced Vegetable Stew),105,Cauliflower,1,cup,,1 cup cauliflower florets,normalized_or_substitute
32,Yetakelt Wot (Ethiopian Spiced Vegetable Stew),93,Broccoli,1,cup,,1 cup broccoli florets,normalized_or_substitute
33,Spaghetti Pie,150,Bread,2,tablespoons,,2 tablespoons breadcrumbs,normalized_or_substitute
35,Chicken Alfredo,57,Lemon,0.5,cup,,½ cup lemon juice,normalized_or_substitute
36,Chipotle Chili,164,Ground meat (beef/pork blend),3,count,,"3__4 leftover hamburger patties, grilled and chilled",normalized_or_substitute
41,Nasi Goreng (Indonesian Fried Rice),112,Cucumber,1,count,,1 cucumber,normalized_or_substitute
41,Nasi Goreng (Indonesian Fried Rice),105,Cauliflower,0,as_needed,,Cauliflower,normalized_or_substitute
45,Cape Malay Butter Chicken,57,Lemon,2,tablespoons,,2 tablespoons lemon juice,normalized_or_substitute
47,Chicken Fried Rice,112,Cucumber,0,as_needed,,Cucumber,normalized_or_substitute
48,Peri-Peri Chicken,121,Chili pepper,5,count,,5 small bird's eye chillies (adjust to your taste),normalized_or_substitute
48,Peri-Peri Chicken,57,Lemon,1,count,,"1 medium-size lemon, juiced",normalized_or_substitute
49,Kedjenou Chicken (Chicken and Vegetable Stew),121,Chili pepper,2,count,,"2 whole habanero peppers  (optional), neatly cut",normalized_or_substitute
54,Egyptian Lentil Soup,57,Lemon,1,tablespoon,,1 tablespoon lemon juice,normalized_or_substitute
61,Pasta and Bean Soup,92,Spinach,1,optional,,"1 handful of fresh, chopped spinach (optional)",normalized_or_substitute
62,Puerto Rican Chicken Soup (Asopao),57,Lemon,0,as_needed,,Lemon juice,normalized_or_substitute
66,Cinnamon Chicken,77,Peach,0.25,tablespoons,,"¼___ peach, chopped finely OR 1__2 tablespoons honey",normalized_or_substitute
67,Hearty Beef Vegetable Soup,92,Spinach,2,cups,,2 cups torn fresh spinach leaves,normalized_or_substitute
75,Oatmeal Banana Waffle,65,Banana,0.5,count,,½ banana,normalized_or_substitute
77,Easy Peach Cobbler,77,Peach,5,count,,"5 fresh peaches, sliced",normalized_or_substitute
78,Strawberry Frozen Yogurt,88,Strawberries,2,cups,453.59,2 cups (16 oz) fresh strawberries,normalized_or_substitute
6,Chicken Curry,57,Lemon,0.5,count,,Juice of ½ lemon,normalized_alias
18,Tom Kha Kai,57,Lemon,4,stalks,,"4 stalks lemongrass, cut into 1-inch (2.5 cm) pieces or split lengthwise",normalized_alias
19,BBQ Pork Fried Rice,121,Chili pepper,5,count,,"5 red chillies, minced",normalized_alias
20,Traditional Lasagne,135,White sugar,0.5,tsp,,½ tsp white granulated sugar,normalized_alias
22,Chicken and Black-eyed Pea Stew,57,Lemon,2,tsp,,2 tsp curry powder stirred into the juice of ½ lemon,normalized_alias
27,Pad Thai,135,White sugar,0.25,cup,,¼ cup and 1 tablespoon (75 ml) palm sugar (or granulated sugar),normalized_alias
34,Spicy Roast Brisket,136,Brown sugar,1,tbsp,,1 tbsp brown sugar,normalized_alias
39,Cioppino (Italian Seafood Stew),107,Fennel bulb,1,count,,"1 large fennel bulb, thinly sliced",normalized_alias
42,Kari Ayam (Indonesian Chicken Curry),57,Lemon,1,tsp,,"1 tsp lemongrass, minced or grated",normalized_alias
43,Chicken Cacciatore,135,White sugar,1,tsp,,1 tsp granulated sugar,normalized_alias
45,Cape Malay Butter Chicken,121,Chili pepper,1,tablespoon,,1 ½ tablespoon freshly pounded red chillies,normalized_alias
62,Puerto Rican Chicken Soup (Asopao),121,Chili pepper,0.25,tsp,,¼ tsp hot pepper,normalized_alias
64,Liberian Eggplant Stew,121,Chili pepper,1,optional,,"1 hot pepper, chopped (optional, for heat)",normalized_alias
72,Almond Pancakes,135,White sugar,2,teaspoons,,2 teaspoons granulated sugar,normalized_alias
73,Baked Oatmeal,136,Brown sugar,1,cup,240,1 cup (240 g) brown sugar,normalized_alias
74,Blueberry Pancakes,135,White sugar,2,tbsp,,2 Tbsp white granulated sugar,normalized_alias
74,Blueberry Pancakes,85,Blueberries,1,cup,,1 cup frozen blueberries,normalized_alias
76,Apple Crisp I,62,Apple,6,cups,,"6 cups sliced and cored baking apples (for example, Granny Smith)",normalized_alias
76,Apple Crisp I,136,Brown sugar,0.666666667,cup,135,_____ cup (120__150 g) brown sugar,normalized_alias
77,Easy Peach Cobbler,135,White sugar,1,cup,,1 cup white granulated sugar,normalized_alias
78,Strawberry Frozen Yogurt,57,Lemon,1,count,,1 lemon,normalized_alias
78,Strawberry Frozen Yogurt,135,White sugar,0.5,cup,,½ cup white granulated sugar,normalized_alias
79,Panna Cotta (Basic),135,White sugar,0.5,cup,60,½ cup (60 g) white granulated sugar,normalized_alias
